TimeStamp,Date,Time,User,Tweet,Text,Location,Sentiment,Score,Pos_Score,Neg_Score,Neu_Score
2022-06-18 23:57:57+00:00,2022-06-18,23:57:57,Palermz26,"Happy Father's day to all!!!

#FathersDay #FathersDay2022 https://t.co/eEsCU7Zqlm","happy fathers day to all

fathersday fathersday httpstcoeescuzqlm",,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:57:16+00:00,2022-06-18,23:57:16,nesto_92,With the main homie! #FathersDay #SiempreLA #AlwaysLA https://t.co/qWuD0jamYf,with the main homie fathersday siemprela alwaysla httpstcoqwudjamyf,Compton | Baltimore ,0,0.0,0.0,0.0,0.0
2022-06-18 23:57:10+00:00,2022-06-18,23:57:10,SKAA_Wireless,"This Father’s Day Sunday, buy him something he will be sure to love! Dillinger Labs’ SKAA Helix Headphones are the… https://t.co/dTYeR1GQ5Y",this father’s day sunday buy him something he will be sure to love dillinger labs’ skaa helix headphones are the… httpstcodtyergqy,,1,0.7579,0.7579,0.0,0.0
2022-06-18 23:57:08+00:00,2022-06-18,23:57:08,tbctacloban,"""The father of a righteous child has great joy; a man who fathers a wise son rejoices in him.""
- Proverbs 23:24

To… https://t.co/VTY67iAuJj","the father of a righteous child has great joy a man who fathers a wise son rejoices in him
 proverbs 

to… httpstcovtyiaujj","Tacloban City, Eastern Visayas",1,0.9337,0.9337,0.0,0.0
2022-06-18 23:57:02+00:00,2022-06-18,23:57:02,Mikey007007,"3/ so Happy fathers day dad, &amp; a shout out to all the good dads out there, &amp; those who also take on the mothers rol… https://t.co/JKQimQEEt0", so happy fathers day dad amp a shout out to all the good dads out there amp those who also take on the mothers rol… httpstcojkqimqeet,"London, England",1,0.7841,0.7841,0.0,0.0
2022-06-18 23:57:02+00:00,2022-06-18,23:57:02,KidsFootLocker,"Like father, like son 👨‍👦 swing by a store and let us get your little ones right for #FathersDay https://t.co/tXfTHzPBEW",like father like son 👨‍👦 swing by a store and let us get your little ones right for fathersday httpstcotxfthzpbew,,1,0.6124,0.6124,0.0,0.0
2022-06-18 23:56:58+00:00,2022-06-18,23:56:58,Antonio_Bernal,Only true fans will see it. #fathersday #fathersdaygifts #diadelpadre @ Seville https://t.co/IqjNqIXcv7,only true fans will see it fathersday fathersdaygifts diadelpadre  seville httpstcoiqjnqixcv,"Gilbert, AZ",1,0.4215,0.4215,0.0,0.0
2022-06-18 23:56:30+00:00,2022-06-18,23:56:30,anandsb5,"After a long time, started to read a book.

“Good Vibes Good Life” - by Vex Ling. 

It got a great rating of 4.7/5… https://t.co/2JT28WCUzK","after a long time started to read a book

“good vibes good life”  by vex ling 

it got a great rating of … httpstcojtwcuzk","Kuala Lumpur Federal Territory, Malaysia",1,0.7906,0.7906,0.0,0.0
2022-06-18 23:56:21+00:00,2022-06-18,23:56:21,princeeric323,"💜 // ""Me and my daughter Melody, sharing and caring on her for a Father's Day in between a Mermaid and a Sailor...""… https://t.co/jPw8hTsQog",💜  me and my daughter melody sharing and caring on her for a fathers day in between a mermaid and a sailor… httpstcojpwhtsqog,Eric's Castle,1,0.7184,0.7184,0.0,0.0
2022-06-18 23:56:13+00:00,2022-06-18,23:56:13,lewisli98642606,"Happy Father's Day!

#wisetech #fyp #OEM #ODM #factory #lighting #slim #handlamp #worklight #inspection… https://t.co/RoyCQHiKzo","happy fathers day

wisetech fyp oem odm factory lighting slim handlamp worklight inspection… httpstcoroycqhikzo",,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:56:13+00:00,2022-06-18,23:56:13,ChocTart,"Happy Fathers Day to all the chocoholic Dads! But especially to the Dads who wash up, know how to hoover and hang o… https://t.co/UEJVvGBnbu",happy fathers day to all the chocoholic dads but especially to the dads who wash up know how to hoover and hang o… httpstcouejvvgbnbu,Bristol,1,0.3291,0.3291,0.0,0.0
2022-06-18 23:56:00+00:00,2022-06-18,23:56:00,msolen,Happy Father’s Day to dads in our fam ❤️ esp to our pops and papalim @parengkiks we love you 😍🥳🎉 #fathersday… https://t.co/xlPuvyR41P,happy father’s day to dads in our fam ❤️ esp to our pops and papalim parengkiks we love you 😍🥳🎉 fathersday… httpstcoxlpuvyrp,"Manila, Philippines",1,0.836,0.836,0.0,0.0
2022-06-18 23:56:00+00:00,2022-06-18,23:56:00,TNTimesDrive,"Thanks for being my guiding light and the precious life lessons. Happy Father’s Day!

#fathersday #fatherlove… https://t.co/KaDmeeaM2y","thanks for being my guiding light and the precious life lessons happy father’s day

fathersday fatherlove… httpstcokadmeeamy",India,1,0.8834,0.8834,0.0,0.0
2022-06-18 23:55:50+00:00,2022-06-18,23:55:50,FortiusInfra,A father is the first and the best friend a child makes in life. Wishing you all a very Happy Father’s Day.… https://t.co/JCPQKJxO05,a father is the first and the best friend a child makes in life wishing you all a very happy father’s day… httpstcojcpqkjxo,Bangalore,1,0.923,0.923,0.0,0.0
2022-06-18 23:55:37+00:00,2022-06-18,23:55:37,bradgardner1,"Shout out to all the Dads and Fathers out there! Don't forget, time is all of ours most precious commodity... take… https://t.co/kkD3clkU0q",shout out to all the dads and fathers out there dont forget time is all of ours most precious commodity take… httpstcokkdclkuq,"Wilmington, NC",1,0.6867,0.6867,0.0,0.0
2022-06-18 23:55:33+00:00,2022-06-18,23:55:33,thefreedompug,Biden’s latest fall off his bicycle prompted suit makers to alter his traditional outfit to become more tumble-resi… https://t.co/RK677vneE2,biden’s latest fall off his bicycle prompted suit makers to alter his traditional outfit to become more tumbleresi… httpstcorkvnee,,0,0.0,0.0,0.0,0.0
2022-06-18 23:55:17+00:00,2022-06-18,23:55:17,AOSOrwell,"Dear Fathers,

Today's celebration reminds us of the resilient, Never give up spirit fathers instill in our world.… https://t.co/rwNzZBYtXf","dear fathers

todays celebration reminds us of the resilient never give up spirit fathers instill in our world… httpstcorwnzzbytxf","Nigeria, Ghana, Uganda",1,0.2691,0.2691,0.0,0.0
2022-06-18 23:55:17+00:00,2022-06-18,23:55:17,JLPJLP2k,Goblin loves ladders #FathersDay #Caturday #CatsOfTwitter #CatsOnTwitter https://t.co/s8eEnGwynz,goblin loves ladders fathersday caturday catsoftwitter catsontwitter httpstcoseengwynz,,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:55:00+00:00,2022-06-18,23:55:00,Alien_Highjinx,Just in time for #fathersday weekend…  good prices at @Foodbasics for the BBQ! https://t.co/XBCTXHqJRh,just in time for fathersday weekend…  good prices at foodbasics for the bbq httpstcoxbctxhqjrh,,1,0.4404,0.4404,0.0,0.0
2022-06-18 23:54:58+00:00,2022-06-18,23:54:58,LalithaParame13,"@SadhguruJV Wah awsome thank you for all responcible  supporters.#SaveSoilBengaluru ,#savesoil movement,#savelife,… https://t.co/YgpHgXT4Iv",sadhgurujv wah awsome thank you for all responcible  supporterssavesoilbengaluru savesoil movementsavelife… httpstcoygphgxtiv,,1,0.3612,0.3612,0.0,0.0
2022-06-18 23:54:56+00:00,2022-06-18,23:54:56,pz_onlineworld,"No matter how old I get, I'll never stop needing my father. Happy Father's Day ama!! We LOVE you!! ❤❤❤ #FathersDay",no matter how old i get ill never stop needing my father happy fathers day ama we love you ❤❤❤ fathersday,"Quezon City, National Capital ",1,0.7085,0.7085,0.0,0.0
2022-06-18 23:54:41+00:00,2022-06-18,23:54:41,teddy_fikre,"The most precious gift I’ve ever received was becoming a dad. Despite life’s unexpected circumstances, my heart is… https://t.co/toN38ac5vR",the most precious gift i’ve ever received was becoming a dad despite life’s unexpected circumstances my heart is… httpstcotonacvr,"Alexandria, VA",1,0.8004,0.8004,0.0,0.0
2022-06-18 23:54:24+00:00,2022-06-18,23:54:24,raplinehwa,"happy fathersday to my true daddy, mister carlisle cullen &lt;333",happy fathersday to my true daddy mister carlisle cullen lt,Nederland,1,0.7579,0.7579,0.0,0.0
2022-06-18 23:54:11+00:00,2022-06-18,23:54:11,FlemingtonAudi,"Wishing all the Fathers a Wonderful Father's Day Weekend!

#fathersday #dad #happyfathersday #family https://t.co/5evixmjzrX","wishing all the fathers a wonderful fathers day weekend

fathersday dad happyfathersday family httpstcoevixmjzrx","Flemington, NJ",1,0.6808,0.6808,0.0,0.0
2022-06-18 23:53:40+00:00,2022-06-18,23:53:40,MahlatseLux,"Name a song from #HonestlyNevermind thats better than this 1
#FathersDay2022 #fathersday kabza #Umdeni hello nale… https://t.co/1qshJfDpiL","name a song from honestlynevermind thats better than this 
fathersday fathersday kabza umdeni hello nale… httpstcoqshjfdpil",,1,0.4404,0.4404,0.0,0.0
2022-06-18 23:53:33+00:00,2022-06-18,23:53:33,BeaconEnergyLtd,"We celebrate Father’s day, to honor, to respect, and show love to the man who brought us shelter and protection fro… https://t.co/JHBHRPjbYF",we celebrate father’s day to honor to respect and show love to the man who brought us shelter and protection fro… httpstcojhbhrpjbyf,Islamabad | Lahore | Karachi ,1,0.9349,0.9349,0.0,0.0
2022-06-18 23:53:24+00:00,2022-06-18,23:53:24,hasnainshafeeq7,"Happy Father's Day to all the great Dads out there, you are real heroes 🥰
#hellohasnain #FathersDay #FathersDay2022… https://t.co/2IAhXrd11P","happy fathers day to all the great dads out there you are real heroes 🥰
hellohasnain fathersday fathersday… httpstcoiahxrdp","Karachi, Pakistan",1,0.9022,0.9022,0.0,0.0
2022-06-18 23:53:18+00:00,2022-06-18,23:53:18,Thakur_nitin_,"Happy father's day my dad is my super hero...
#FathersDay2022 #FathersDay #superhero #BestFriend #mylife… https://t.co/F4NUo545kP","happy fathers day my dad is my super hero
fathersday fathersday superhero bestfriend mylife… httpstcofnuokp",,1,0.9042,0.9042,0.0,0.0
2022-06-18 23:53:14+00:00,2022-06-18,23:53:14,YesIActAndWrite,"Winner.

#groundedforlife #fathersday #weekend #writerslife #actorslife #saturday #writingcommunity https://t.co/9BhAVnxdqp","winner

groundedforlife fathersday weekend writerslife actorslife saturday writingcommunity httpstcobhavnxdqp",New York City,1,0.5859,0.5859,0.0,0.0
2022-06-18 23:53:10+00:00,2022-06-18,23:53:10,Sittieduhney,Happy fathersday!❤️. I miss you papi in heaven i love you. https://t.co/t268CnHMVN,happy fathersday❤️ i miss you papi in heaven i love you httpstcotcnhmvn,Republic of the Philippines,1,0.891,0.891,0.0,0.0
2022-06-18 23:52:56+00:00,2022-06-18,23:52:56,moanystark,"@Dazenger This is #FathersDay done properly, much respect 👍",dazenger this is fathersday done properly much respect 👍,"Oxfordshire, UK",1,0.4767,0.4767,0.0,0.0
2022-06-18 23:52:51+00:00,2022-06-18,23:52:51,BFO_SW,"There is no one way to mark these days...trust your own sense of what you need, what your family needs; lead with y… https://t.co/A8FjPKVHXs",there is no one way to mark these  your own sense of what you need what your family needs lead with y… httpstcoafjpkvhxs,"London, Ontario",-1,-0.296,0.0,-0.296,0.0
2022-06-18 23:52:50+00:00,2022-06-18,23:52:50,ecellakwatsera,"Happy Father's Day to the fur-daddy of WenWen, Spin and Soso!❤️😘

Happy Father's Day to all the dads in the univers… https://t.co/MBBDV7yhwe","happy fathers day to the furdaddy of wenwen spin and soso❤️😘

happy fathers day to all the dads in the univers… httpstcombbdvyhwe","Quezon City, PH",1,0.8126,0.8126,0.0,0.0
2022-06-18 23:52:32+00:00,2022-06-18,23:52:32,MoneyGrip79,Is this true @ChickfilA 😕 #FathersDay2022 #FathersDay #chickfila https://t.co/qfKgxhUryf,is this true chickfila 😕 fathersday fathersday chickfila httpstcoqfkgxhuryf,Baton Rouge to Dallas,1,0.4215,0.4215,0.0,0.0
2022-06-18 23:52:21+00:00,2022-06-18,23:52:21,Undathehat,"#newsong and #newvideo out now. Go to and listen, view, download stream or just go to the website… https://t.co/JMKJM3Wr7d",newsong and newvideo out now go to and listen view download stream or just go to the website… httpstcojmkjmwrd,"Plano, TX",0,0.0,0.0,0.0,0.0
2022-06-18 23:52:00+00:00,2022-06-18,23:52:00,sk8terryder,"give your dad this father's day a flowering plant bouquet 'coz they deserve flowers too! 💖💐

suprise your plantdad/… https://t.co/RCETW7nVsG","give your dad this fathers day a flowering plant bouquet coz they deserve flowers too 💖💐

suprise your plantdad… httpstcorcetwnvsg",uʍop ǝpᴉsdn ǝɥʇ,0,0.0,0.0,0.0,0.0
2022-06-18 23:52:00+00:00,2022-06-18,23:52:00,KapilBusiness,"Wishing you all a Happy Father’s Day!

#kapilproperties #properties #tsrers #hmda #commercialproperty #investment… https://t.co/LU4y0OXr4p","wishing you all a happy father’s day

kapilproperties properties tsrers hmda commercialproperty investment… httpstcoluyoxrp"," Hyderabad, Telangana 500032",1,0.6808,0.6808,0.0,0.0
2022-06-18 23:51:57+00:00,2022-06-18,23:51:57,bkfViking123,Bosses Day is the most confusing day of the year for #DayTraders ..... #FathersDay is for shit libs. https://t.co/n2TtQY31Bp,bosses day is the most confusing day of the year for daytraders  fathersday is for shit libs httpstconttqybp,"Houston, TX",-1,-0.6997,0.0,-0.6997,0.0
2022-06-18 23:51:53+00:00,2022-06-18,23:51:53,Spyngaro,"@KuWallet One day , I'm very sad because fail in 3rd standard due to fever on exam time. 

Then my Father come and… https://t.co/xjKPRDYOpD","kuwallet one day  im very sad because fail in rd standard due to fever on exam time 

then my father come and… httpstcoxjkprdyopd",,-1,-0.7996,0.0,-0.7996,0.0
2022-06-18 23:51:37+00:00,2022-06-18,23:51:37,AIElectronix,"To all the dads who guide us, make us laugh and share so bright. Thank you for being the guiding lights of our live… https://t.co/rWVIZn16Tx",to all the dads who guide us make us laugh and share so bright thank you for being the guiding lights of our live… httpstcorwvizntx,"KPHB Colony, Rajendra Nagar",1,0.9066,0.9066,0.0,0.0
2022-06-18 23:51:31+00:00,2022-06-18,23:51:31,MalePsychology,"We celebrate #FathersDay, but our culture is much too quick to separate dads from their children, often harming the… https://t.co/KouXjfUtWE",we celebrate fathersday but our culture is much too quick to separate dads from their children often harming the… httpstcokouxjfutwe,"London, England",-1,-0.5499,0.0,-0.5499,0.0
2022-06-18 23:51:13+00:00,2022-06-18,23:51:13,Champions_odds1,"🔐📸 🔐📸Verification of authenticity📸🔐

VIDEO EVIDENCE 🎥 📷 

Watch to the end😇🤩🥳🥶🤑

 NO_VANESS 

👑 
Finally Understand… https://t.co/YwW1XRpUkR","🔐📸 🔐📸verification of authenticity📸🔐

video evidence 🎥 📷 

watch to the end😇🤩🥳🥶🤑

 novaness 

👑 
finally understand… httpstcoywwxrpukr","Fullerton, CA",0,0.0,0.0,0.0,0.0
2022-06-18 23:51:08+00:00,2022-06-18,23:51:08,FiStarStone,Two amazing dads in one photo and one is missing who I miss so very much. First #fathersday without him snd it’s ha… https://t.co/BuUN1KrbrS,two amazing dads in one photo and one is missing who i miss so very much first fathersday without him snd it’s ha… httpstcobuunkrbrs, UK ,1,0.25,0.25,0.0,0.0
2022-06-18 23:50:29+00:00,2022-06-18,23:50:29,CC____07,Happy father's to all dads out there! 😊 #FathersDay #FathersDay2022,happy fathers to all dads out there 😊 fathersday fathersday,,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:50:26+00:00,2022-06-18,23:50:26,dr_skaggs,"Great start to Father's Day weekend with my Father Figure &amp; Mentor, Dr. Vern Tolo  #FathersDay #mentor #spine… https://t.co/BrATqiFzxa",great start to fathers day weekend with my father figure amp mentor dr vern tolo  fathersday mentor spine… httpstcobratqifzxa,"Los Angeles, CA",1,0.6249,0.6249,0.0,0.0
2022-06-18 23:50:14+00:00,2022-06-18,23:50:14,Dazenger,"It’s #FathersDay, throwback to 2016… https://t.co/cwg50Dq7e1",it’s fathersday throwback to … httpstcocwgdqe,,0,0.0,0.0,0.0,0.0
2022-06-18 23:50:12+00:00,2022-06-18,23:50:12,universalsch,"Happy Father’s Day !

On this occasion of Father’s Day, children prepared some Best Dad certificates and paper Badg… https://t.co/lVL2t6xBEq","happy father’s day 

on this occasion of father’s day children prepared some best dad certificates and paper badg… httpstcolvltxbeq","Nanded-Waghala, India",1,0.8689,0.8689,0.0,0.0
2022-06-18 23:50:02+00:00,2022-06-18,23:50:02,DenverGazette,"How can you tell a dad joke from a regular joke? (Via:@Bzdekv) #FathersDay

https://t.co/s7gA1v9MfW","how can you tell a dad joke from a regular joke viabzdekv fathersday

httpstcosgavmfw","Denver, CO",1,0.5267,0.5267,0.0,0.0
2022-06-18 23:50:02+00:00,2022-06-18,23:50:02,csgazette,"How can you tell a dad joke from a regular joke? (Via:@Bzdekv) #FathersDay 

https://t.co/zzSWONuRd6","how can you tell a dad joke from a regular joke viabzdekv fathersday 

httpstcozzswonurd",Colorado Springs,1,0.5267,0.5267,0.0,0.0
2022-06-18 23:49:47+00:00,2022-06-18,23:49:47,Vishura73484520,"@ZenithsportsI The way of deal with situations and circumstances. It's make him SuperHero @ZenithsportsI 
#fathersday 
#zenithsports.in","zenithsportsi the way of deal with situations and circumstances its make him superhero zenithsportsi 
fathersday 
","आज़मगढ़, भारत",0,0.0,0.0,0.0,0.0
2022-06-18 23:49:42+00:00,2022-06-18,23:49:42,U_r_unique_love,"My Father My Pride! 
#FathersDay
#Pride 
@Gurmeetramrahim
Saint Gurmeet Ram Rahim Singh Ji
#TikTok https://t.co/82yUDXAA5Y","my father my pride 
fathersday
pride 
gurmeetramrahim
saint gurmeet ram rahim singh ji
tiktok httpstcoyudxaay",PB 23,0,0.5859,0.0,0.0,0.5859
2022-06-18 23:49:36+00:00,2022-06-18,23:49:36,abhi_9827,"@HDFCLIFE #SarUthaKe #FathersDay #SarUthaKeJiyo  My dad always tells us to stay positive and never give up, always… https://t.co/DQUyPzAvqO",hdfclife saruthake fathersday saruthakejiyo  my dad always tells us to stay positive and never give up always… httpstcodquypzavqo,,1,0.5574,0.5574,0.0,0.0
2022-06-18 23:49:19+00:00,2022-06-18,23:49:19,layer_404,"@KuWallet Happy fathersDay 

@Bento2r
@greadina_
@the_Dark_Fall

#KuCoin #KCS #Bitcoin #Giveaway","kuwallet happy fathersday 

bentor
greadina
thedarkfall

kucoin kcs bitcoin giveaway",mars,0,0.5719,0.0,0.0,0.5719
2022-06-18 23:49:07+00:00,2022-06-18,23:49:07,MVampland,#Bored ? Play a Mario Game!  Sometimes I get bored. #SuperMarioBros #TheOriginal #JapaneseVersion #Nintendo… https://t.co/9Q5qYp1vr5,bored  play a mario game  sometimes i get bored supermariobros theoriginal japaneseversion nintendo… httpstcoqqypvr,"Hollywood, Los Angeles",-1,-0.2023,0.0,-0.2023,0.0
2022-06-18 23:49:02+00:00,2022-06-18,23:49:02,TheReviewWire,#FathersDay Giveaway: Win a Stainless Steel Laser Photo Dog Tag Photo Pendant. Ends 6.19.22 https://t.co/SL1aFp94Cv… https://t.co/mc9k30aZ7u,fathersday giveaway win a stainless steel laser photo dog tag photo pendant ends  httpstcoslafpcv… httpstcomckazu,"Cincinnati, Ohio",0,0.5859,0.0,0.0,0.5859
2022-06-18 23:48:40+00:00,2022-06-18,23:48:40,RealKudaMupfeka,It's Sons ONLY who can express the Kingdom Mandate! It's Sons who walk in Dominion #FathersDay2022… https://t.co/efYJSTU4kV,its sons only who can express the kingdom mandate its sons who walk in dominion fathersday… httpstcoefyjstukv,"Johannesburg, South Africa",0,0.0,0.0,0.0,0.0
2022-06-18 23:48:32+00:00,2022-06-18,23:48:32,cornstore_cork,"FATHERS DAY
SUNDAY ROASTS 
served w/ all The Trimmings
.
..so make sure you spoil DAD and Take the Day OFF
. 
Enjoy… https://t.co/mx6Ui9277c","fathers day
sunday roasts 
served w all the trimmings

so make sure you spoil dad and take the day off
 
enjoy… httpstcomxuic","Cork, Ireland",1,0.3774,0.3774,0.0,0.0
2022-06-18 23:48:29+00:00,2022-06-18,23:48:29,rapplerdotcom,"From Leto Atreides to Eduardo Buenavista, these fictional dads are definitely swoon-worthy. #FathersDay  https://t.co/zGTm0D45ml",from leto atreides to eduardo buenavista these fictional dads are definitely swoonworthy fathersday  httpstcozgtmdml,Philippines,1,0.4019,0.4019,0.0,0.0
2022-06-18 23:48:04+00:00,2022-06-18,23:48:04,GetSaivy,"HEY DADS! We’re celebrating you all weekend long. Happy Father’s Day from Saivy!

#getsaivy
#fathersday https://t.co/WEE7EOUbAl","hey dads we’re celebrating you all weekend long happy father’s day from saivy

getsaivy
fathersday httpstcoweeeoubal","Miami, FL",1,0.8126,0.8126,0.0,0.0
2022-06-18 23:48:02+00:00,2022-06-18,23:48:02,SchoolhouseTvrn,Look no further than Schoolhouse Tavern for the perfect #FathersDay meal! Bring dad &amp; enjoy our ball park #steak &amp;… https://t.co/29R5MFj9XK,look no further than schoolhouse tavern for the perfect fathersday meal bring dad amp enjoy our ball park steak amp… httpstcormfjxk,"Claridge, PA",1,0.6908,0.6908,0.0,0.0
2022-06-18 23:47:48+00:00,2022-06-18,23:47:48,RhythmGaming71,@KSI @eatsides KSI omg it’s really you #FathersDay,ksi eatsides ksi omg it’s really you fathersday,,0,0.0,0.0,0.0,0.0
2022-06-18 23:47:29+00:00,2022-06-18,23:47:29,KristinaM2U,"Happy #FathersDay22 #Fathers to 
all of U who sacrificed your happy, go-around carefree, independent lifestyles for… https://t.co/Mq33YCvsqA","happy fathersday fathers to 
all of u who sacrificed your happy goaround carefree independent lifestyles for… httpstcomqycvsqa",San Francisco Area,1,0.8779,0.8779,0.0,0.0
2022-06-18 23:47:22+00:00,2022-06-18,23:47:22,mentalflossimg,"Hard pass! 
#WajackoyaThe5th #cdc #FathersDay #cryptocurrency #pinkpop #pastor #TikTok https://t.co/wksiAp2WQc","hard pass 
wajackoyatheth cdc fathersday cryptocurrency pinkpop pastor tiktok httpstcowksiapwqc","Santa Cruz, CA",0,-0.1027,0.0,0.0,-0.1027
2022-06-18 23:47:13+00:00,2022-06-18,23:47:13,cornstore_limk,"FATHERS DAY
SUNDAY ROASTS 
served w/ all The Trimmings
.
..so make sure you spoil DAD and Take the Day OFF
. 
Enjoy… https://t.co/tKy8OWYMxH","fathers day
sunday roasts 
served w all the trimmings

so make sure you spoil dad and take the day off
 
enjoy… httpstcotkyowymxh","Limerick, Ireland",1,0.3774,0.3774,0.0,0.0
2022-06-18 23:47:12+00:00,2022-06-18,23:47:12,ssinsan777,Happy #FathersDay @Gurmeetramrahim ji,happy fathersday gurmeetramrahim ji,"Hisar, India",1,0.5719,0.5719,0.0,0.0
2022-06-18 23:47:10+00:00,2022-06-18,23:47:10,nmj192,Go OCSC 🦁⚽️ #OrlandoCity #Soccer #ORLvsHOU #MLS #VamosOrlando #Orlando #FathersDay #Wkend #Family @ Exploria Stadium https://t.co/gKrKaHAJ8h,go ocsc 🦁⚽️ orlandocity soccer orlvshou mls vamosorlando orlando fathersday wkend family  exploria stadium httpstcogkrkahajh,,0,0.0,0.0,0.0,0.0
2022-06-18 23:47:05+00:00,2022-06-18,23:47:05,Jerry4everYoung,"“Dad, your guiding hand on my shoulder will remain with me forever.” —Unknown
Happy Father's Day
#C9… https://t.co/slz2y3HLKn","“dad your guiding hand on my shoulder will remain with me forever” —unknown
happy fathers day
c… httpstcoslzyhlkn",Quezon City,1,0.7845,0.7845,0.0,0.0
2022-06-18 23:46:42+00:00,2022-06-18,23:46:42,CDCarter13,my #fathersday gift! thanks @M_Ganginnis https://t.co/0KGefYWWsg,my fathersday gift thanks mganginnis httpstcokgefywwsg,online,1,0.7003,0.7003,0.0,0.0
